,date,Close,High,Low,pred,hold,buy,sell
61,2015-09-29,236.6869964599609,239.802001953125,235.9279937744141,0,0.50253105,0.31665185,0.18081707
62,2015-09-30,236.05999755859372,237.73399353027344,235.6289978027344,1,0.25894442,0.44656911,0.29448643
63,2015-10-01,237.5489959716797,238.44500732421875,235.61599731445312,1,0.23474833,0.40289852,0.36235315
64,2015-10-02,237.29299926757807,238.5410003662109,236.60299682617188,1,0.28715876,0.3756277,0.33721352
65,2015-10-03,238.72999572753903,239.31500244140625,236.94400024414065,1,0.3088529,0.51902163,0.17212546
66,2015-10-04,238.25900268554688,238.96800231933597,237.94000244140625,0,0.34495455,0.321397,0.33364844
67,2015-10-05,240.38299560546875,240.38299560546875,237.03500366210935,0,0.45557836,0.39141497,0.15300667
68,2015-10-06,246.06300354003903,246.93499755859372,240.1360015869141,2,0.3527175,0.279892,0.3673905
69,2015-10-07,242.968994140625,246.68099975585935,242.5850067138672,0,0.41640818,0.35585314,0.22773862
70,2015-10-08,242.3040008544922,244.25100708007807,242.1790008544922,0,0.46531534,0.17650376,0.35818094
71,2015-10-09,243.93099975585935,244.22799682617188,242.1219940185547,0,0.40909865,0.3026352,0.28826618
72,2015-10-10,244.9409942626953,245.31900024414065,243.07400512695312,0,0.719472,0.13064831,0.1498797
73,2015-10-11,247.0500030517578,247.2429962158203,244.1519927978516,0,0.47957495,0.3279043,0.19252078
74,2015-10-12,245.30799865722656,247.45399475097656,245.1790008544922,0,0.6877985,0.14587462,0.16632691
75,2015-10-13,249.50799560546875,250.23599243164065,243.7570037841797,1,0.38337418,0.41292787,0.20369801
76,2015-10-14,251.98899841308597,254.2749938964844,248.9029998779297,0,0.6115615,0.23812726,0.15031128
77,2015-10-15,254.32000732421875,255.9620056152344,252.04600524902344,1,0.29104325,0.40130952,0.30764723
78,2015-10-16,262.8689880371094,266.135009765625,253.92599487304688,2,0.27935353,0.34883192,0.37181452
79,2015-10-17,270.6400146484375,273.5780029296875,262.36700439453125,0,0.3546291,0.30636156,0.33900937
80,2015-10-18,261.6430053710937,271.6679992675781,260.7770080566406,1,0.23500374,0.49114016,0.2738561
81,2015-10-19,263.43701171875,264.82000732421875,260.95098876953125,0,0.88204587,0.046646472,0.07130767
82,2015-10-20,269.4630126953125,270.8349914550781,263.2269897460937,0,0.43107042,0.36751324,0.2014164
83,2015-10-21,266.2720031738281,270.7699890136719,263.8389892578125,0,0.4456506,0.25023496,0.3041144
84,2015-10-22,274.02301025390625,276.510009765625,266.135009765625,0,0.47393924,0.3363043,0.1897564
85,2015-10-23,276.4960021972656,278.6839904785156,273.5429992675781,0,0.45727792,0.13573247,0.4069896
86,2015-10-24,281.65399169921875,281.7059936523437,276.5039978027344,0,0.43510994,0.18310685,0.38178322
87,2015-10-25,283.67999267578125,294.0589904785156,281.44500732421875,2,0.3015324,0.3355802,0.36288738
88,2015-10-26,285.29998779296875,285.29998779296875,280.510009765625,1,0.33444783,0.40305686,0.26249528
89,2015-10-27,293.7879943847656,296.2120056152344,285.00799560546875,0,0.386494,0.28704154,0.32646447
90,2015-10-28,304.6180114746094,306.3309936523437,293.7030029296875,0,0.40053675,0.34636274,0.2531005
91,2015-10-29,313.8550109863281,318.1700134277344,301.822998046875,1,0.29470494,0.37597552,0.32931957
92,2015-10-30,328.0150146484375,334.16900634765625,313.94000244140625,1,0.34540647,0.35079473,0.30379874
93,2015-10-31,314.1659851074219,332.7770080566406,309.2510070800781,0,0.4659245,0.29321718,0.24085832
94,2015-11-01,325.4309997558594,327.47198486328125,311.8810119628906,1,0.38422653,0.41220787,0.20356564
95,2015-11-02,361.1889953613281,365.3599853515625,323.2090148925781,0,0.38950893,0.35586455,0.25462654
96,2015-11-03,403.4169921875,417.8999938964844,357.6470031738281,0,0.72654074,0.10754456,0.16591471
97,2015-11-04,411.56298828125,495.56201171875,380.5480041503906,0,0.5593981,0.19457857,0.24602331
98,2015-11-05,386.35400390625,447.5610046386719,374.58099365234375,2,0.30369082,0.34400272,0.35230646
99,2015-11-06,374.4700012207031,395.83599853515625,354.0249938964844,2,0.1787313,0.40181872,0.41944999
100,2015-11-07,386.4819946289063,390.58599853515625,372.4330139160156,0,0.3279645,0.33621302,0.3358224
101,2015-11-08,373.3680114746094,389.8949890136719,368.7000122070313,1,0.3126378,0.40504852,0.2823137
102,2015-11-09,380.2569885253906,385.2780151367188,362.8949890136719,0,0.66445863,0.07934602,0.2561954
103,2015-11-10,336.8190002441406,381.3869934082031,329.1080017089844,0,0.46618783,0.21829219,0.31552
104,2015-11-11,311.0840148925781,340.5849914550781,300.9970092773437,0,0.61476773,0.24742502,0.13780716
105,2015-11-12,338.1520080566406,345.0809936523437,313.3559875488281,0,0.6625975,0.24476472,0.09263781
106,2015-11-13,336.75299072265625,340.9140014648437,326.07501220703125,0,0.49290892,0.25926828,0.24782273
107,2015-11-14,332.906005859375,338.1809997558594,329.9700012207031,1,0.35176894,0.3553783,0.29285276
108,2015-11-15,320.1659851074219,334.6619873046875,317.489990234375,0,0.36083832,0.35391212,0.2852496
109,2015-11-16,330.7510070800781,331.6260070800781,315.9049987792969,0,0.36261803,0.32900172,0.30838022
110,2015-11-17,335.093994140625,338.3500061035156,329.614013671875,0,0.8278723,0.10675982,0.06536786
111,2015-11-18,334.5899963378906,336.531005859375,330.6400146484375,1,0.37058845,0.40052795,0.22888361
112,2015-11-19,326.14898681640625,335.3340148925781,325.27301025390625,0,0.57131445,0.23244977,0.19623579
113,2015-11-20,322.0220031738281,326.4729919433594,312.2170104980469,0,0.36934397,0.32866398,0.30199215
114,2015-11-21,326.927001953125,328.15899658203125,319.5950012207031,1,0.31827027,0.39247227,0.28925753
115,2015-11-22,324.5360107421875,327.010009765625,321.2590026855469,0,0.523433,0.322589,0.15397796
116,2015-11-23,323.0459899902344,325.1180114746094,321.2900085449219,0,0.58053446,0.29432607,0.12513945
117,2015-11-24,320.0459899902344,323.0580139160156,318.1180114746094,1,0.24903093,0.52944595,0.2215231
118,2015-11-25,328.2059936523437,329.1340026855469,316.7699890136719,1,0.33454672,0.36948043,0.2959729
119,2015-11-26,352.6839904785156,366.7569885253906,328.22900390625,0,0.74508804,0.19569579,0.059216205
120,2015-11-27,358.0419921875,363.5889892578125,347.8699951171875,0,0.5562179,0.21327326,0.23050879
121,2015-11-28,357.3810119628906,359.5360107421875,352.1719970703125,1,0.31588656,0.3882636,0.29584983
122,2015-11-29,371.29400634765625,371.9389953613281,355.6659851074219,0,0.7544106,0.10383688,0.14175242
123,2015-11-30,377.3210144042969,382.3630065917969,370.3829956054688,2,0.25939897,0.22649556,0.5141055
124,2015-12-01,362.4880065917969,378.9309997558594,356.56298828125,1,0.30789018,0.42406416,0.26804566
125,2015-12-02,359.18701171875,362.2319946289063,349.4649963378906,1,0.2774381,0.46473676,0.25782517
126,2015-12-03,361.0459899902344,370.2749938964844,357.4119873046875,0,0.7099634,0.19005305,0.0999836
127,2015-12-04,363.1830139160156,363.5159912109375,355.7569885253906,0,0.47465655,0.3366376,0.18870586
128,2015-12-05,388.9490051269531,389.7850036621094,363.22900390625,1,0.3672492,0.43185878,0.20089206
129,2015-12-06,388.7829895019531,402.8089904785156,387.0889892578125,0,0.5810446,0.21346547,0.20548987
130,2015-12-07,395.5360107421875,399.968994140625,385.4110107421875,0,0.59218204,0.18985845,0.21795952
131,2015-12-08,415.56298828125,415.56298828125,389.9500122070313,0,0.82606983,0.09804381,0.07588633
132,2015-12-09,417.56298828125,423.1199951171875,406.2909851074219,0,0.47049487,0.2500684,0.27943674
133,2015-12-10,415.47900390625,419.5090026855469,411.5480041503906,1,0.36831167,0.39637136,0.23531696
134,2015-12-11,451.93798828125,451.93798828125,415.281005859375,1,0.33698952,0.40139315,0.26161733
135,2015-12-12,434.99700927734375,469.1029968261719,410.7409973144531,1,0.20653136,0.45128483,0.34218383
136,2015-12-13,433.7550048828125,441.6799926757813,426.26800537109375,1,0.28195402,0.44540438,0.27264166
137,2015-12-14,444.1820068359375,447.1419982910156,430.45599365234375,1,0.33633462,0.40193528,0.26173013
138,2015-12-15,465.3210144042969,465.3210144042969,443.87799072265625,0,0.3887409,0.3631415,0.24811757
139,2015-12-16,454.9339904785156,465.2080078125,443.85101318359375,1,0.30271053,0.42033878,0.2769507
140,2015-12-17,456.0780029296875,457.8599853515625,448.8580017089844,0,0.64487123,0.21516989,0.13995887
141,2015-12-18,463.6159973144531,465.177001953125,454.9400024414063,0,0.3847675,0.32932538,0.28590715
142,2015-12-19,462.3219909667969,465.58099365234375,456.7650146484375,0,0.42622566,0.31884155,0.25493273
143,2015-12-20,442.68499755859375,462.6449890136719,434.3380126953125,0,0.36473352,0.33794507,0.2973214
144,2015-12-21,438.6390075683594,444.72900390625,427.31201171875,0,0.44202974,0.36663368,0.19133657
145,2015-12-22,436.5719909667969,443.68798828125,435.5159912109375,0,0.3544625,0.32440335,0.32113418
146,2015-12-23,442.4010009765625,444.5289916992188,436.6189880371094,0,0.45266,0.22228764,0.32505232
147,2015-12-24,454.9849853515625,458.45599365234375,443.0769958496094,0,0.65693367,0.112552516,0.23051387
148,2015-12-25,455.6530151367188,458.3049926757813,452.0750122070313,0,0.43595657,0.31390482,0.25013855
149,2015-12-26,417.2739868164063,457.489013671875,405.760009765625,2,0.25729388,0.33911222,0.40359393
150,2015-12-27,422.822998046875,424.0069885253906,408.8829956054688,1,0.32158524,0.39404893,0.28436586
151,2015-12-28,422.2789916992188,429.7690124511719,418.4809875488281,0,0.8865336,0.06802958,0.045436803
152,2015-12-29,432.9830017089844,432.9830017089844,420.62701416015625,0,0.7942768,0.045006618,0.16071667
153,2015-12-30,426.6199951171875,434.3869934082031,422.0840148925781,0,0.7062124,0.13248627,0.16130134
154,2015-12-31,430.5669860839844,432.9209899902344,418.7349853515625,1,0.22796938,0.4948146,0.27721608
155,2016-01-01,434.3340148925781,436.2460021972656,427.5150146484375,1,0.36820826,0.3903038,0.24148794
156,2016-01-02,433.43798828125,436.06201171875,431.8699951171875,1,0.33035958,0.37204114,0.2975993
157,2016-01-03,430.010986328125,433.7430114746094,424.70599365234375,0,0.32474983,0.34627524,0.32897487
158,2016-01-04,433.0910034179688,434.5169982910156,429.0840148925781,0,0.83459985,0.0347919,0.13060826
159,2016-01-05,431.9599914550781,434.1820068359375,429.6759948730469,0,0.40215775,0.30638957,0.29145262
160,2016-01-06,429.1050109863281,431.8559875488281,426.3410034179688,0,0.3808616,0.3063956,0.31274277
161,2016-01-07,458.0480041503906,458.7659912109375,429.0769958496094,1,0.15536706,0.54798627,0.2966467
162,2016-01-08,453.2300109863281,462.9339904785156,447.93798828125,0,0.3923669,0.3695233,0.23810983
163,2016-01-09,447.6109924316406,454.6400146484375,446.8890075683594,0,0.39675266,0.3320454,0.27120197
164,2016-01-10,447.9909973144531,448.3089904785156,440.35101318359375,0,0.6932086,0.11473691,0.19205455
165,2016-01-11,448.4280090332031,450.6619873046875,443.8550109863281,0,0.8202354,0.09220573,0.087558836
166,2016-01-12,435.6900024414063,448.1820068359375,435.6900024414063,0,0.749154,0.13118953,0.11965657
167,2016-01-13,432.3710021972656,435.1860046386719,424.4429931640625,1,0.28164157,0.3787577,0.33960077
168,2016-01-14,430.3059997558594,433.3240051269531,427.8450012207031,0,0.44080004,0.323609,0.23559101
169,2016-01-15,364.33099365234375,430.2550048828125,364.33099365234375,1,0.3281717,0.36323124,0.3085971
170,2016-01-16,387.5360107421875,390.5570068359375,354.9140014648437,1,0.30802616,0.3826012,0.3093726
171,2016-01-17,382.2990112304688,390.9649963378906,380.0920104980469,0,0.43077752,0.33129385,0.23792867
172,2016-01-18,387.1679992675781,388.10400390625,376.6650085449219,0,0.47732756,0.32437265,0.1982997
173,2016-01-19,380.1489868164063,387.7300109863281,378.9719848632813,1,0.31960437,0.36461225,0.31578338
174,2016-01-20,420.2300109863281,425.2669982910156,376.5989990234375,0,0.44880566,0.25914866,0.2920457
175,2016-01-21,410.2619934082031,422.87701416015625,406.2999877929688,0,0.7708924,0.08212631,0.14698124
176,2016-01-22,382.4920043945313,410.4100036621094,375.2820129394531,0,0.57158136,0.16897106,0.25944757
177,2016-01-23,387.4909973144531,394.5429992675781,381.9809875488281,1,0.38122857,0.38170907,0.23706238
178,2016-01-24,402.9710083007813,405.4849853515625,387.510009765625,1,0.3677147,0.40896785,0.22331738
179,2016-01-25,391.72601318359375,402.3169860839844,388.5539855957031,0,0.693192,0.1815817,0.12522629
180,2016-01-26,392.1530151367188,397.7659912109375,390.5750122070313,0,0.4310756,0.24427654,0.3246478
181,2016-01-27,394.9719848632813,396.8429870605469,391.7820129394531,1,0.3214408,0.41819596,0.26036325
182,2016-01-28,380.28900146484375,395.50201416015625,379.7349853515625,1,0.30856964,0.43375078,0.25767958
183,2016-01-29,379.4739990234375,384.3789978027344,365.4519958496094,1,0.29327017,0.37410006,0.3326298
184,2016-01-30,378.2550048828125,380.9169921875,376.4909973144531,0,0.6499565,0.14619744,0.20384605
185,2016-01-31,368.7669982910156,380.3469848632813,367.8349914550781,0,0.47817332,0.35713178,0.16469488
186,2016-02-01,373.0559997558594,378.0719909667969,367.9570007324219,0,0.4254226,0.275885,0.29869238
187,2016-02-02,374.447998046875,375.8829956054688,372.9200134277344,0,0.72554296,0.1637046,0.110752404
188,2016-02-03,369.9490051269531,374.9500122070313,368.0450134277344,0,0.35934997,0.32105333,0.31959674
189,2016-02-04,389.593994140625,391.6080017089844,369.9930114746094,1,0.34618226,0.41142583,0.24239191
190,2016-02-05,386.5490112304688,391.093994140625,385.5719909667969,0,0.819473,0.0711805,0.10934648
191,2016-02-06,376.5220031738281,386.6310119628906,372.3869934082031,0,0.34974346,0.34669188,0.3035647
192,2016-02-07,376.6199951171875,380.8710021972656,374.9030151367188,0,0.39371985,0.34739158,0.2588886
193,2016-02-08,373.4469909667969,379.8789978027344,373.3340148925781,0,0.6333273,0.13379721,0.23287544
194,2016-02-09,376.0289916992188,377.2460021972656,372.8980102539063,0,0.81398517,0.055441152,0.13057372
195,2016-02-10,381.6489868164063,385.4830017089844,375.7829895019531,1,0.35760674,0.40347043,0.23892277
196,2016-02-11,379.6539916992188,383.1300048828125,376.3989868164063,0,0.7033646,0.13690199,0.15973337
197,2016-02-12,384.2630004882813,384.9540100097656,379.6000061035156,0,0.59187436,0.20935474,0.19877091
198,2016-02-13,391.8599853515625,391.8599853515625,384.6409912109375,0,0.33088058,0.3357748,0.3333446
199,2016-02-14,407.2300109863281,407.2300109863281,392.9320068359375,1,0.37151954,0.41612622,0.21235427
200,2016-02-15,400.18499755859375,410.3810119628906,397.7489929199219,0,0.9114983,0.018572662,0.069929115
201,2016-02-16,407.4880065917969,408.9450073242188,401.4320068359375,0,0.52210355,0.3872188,0.09067767
202,2016-02-17,416.3219909667969,421.1669921875,406.7839965820313,0,0.37750453,0.32334313,0.2991524
203,2016-02-18,422.37298583984375,425.9960021972656,415.6380004882813,1,0.2537688,0.45019522,0.29603603
204,2016-02-19,420.7850036621094,423.10400390625,417.60400390625,0,0.79829025,0.10916067,0.0925491
205,2016-02-20,437.16400146484375,441.9840087890625,421.60101318359375,0,0.5883116,0.15234089,0.25934753
206,2016-02-21,438.7980041503906,448.0459899902344,429.0769958496094,0,0.6611908,0.14387304,0.19493608
207,2016-02-22,437.74798583984375,439.0450134277344,432.9169921875,0,0.4706403,0.31376597,0.21559374
208,2016-02-23,420.7359924316406,439.8580017089844,417.8210144042969,0,0.55125624,0.34239966,0.10634406
209,2016-02-24,424.9549865722656,425.5499877929688,413.9070129394531,0,0.39865342,0.31227976,0.28906688
210,2016-02-25,424.54400634765625,427.718994140625,420.4150085449219,1,0.26349548,0.43808705,0.29841742
211,2016-02-26,432.1520080566406,432.1520080566406,421.6199951171875,0,0.68853796,0.16380224,0.14765984
212,2016-02-27,432.5190124511719,434.2309875488281,428.1029968261719,0,0.3069169,0.3485373,0.34454584
213,2016-02-28,433.5039978027344,435.6830139160156,423.8200073242188,1,0.2891374,0.45930013,0.25156248
214,2016-02-29,437.6969909667969,441.5069885253906,431.6929931640625,1,0.32404274,0.39707193,0.27888533
215,2016-03-01,435.12298583984375,439.6530151367188,432.3190002441406,0,0.8642863,0.07479952,0.060914148
216,2016-03-02,423.989013671875,435.9169921875,423.989013671875,1,0.3365892,0.4017754,0.26163542
217,2016-03-03,421.6510009765625,425.37298583984375,419.4110107421875,0,0.38777572,0.30678594,0.30543837
218,2016-03-04,410.9389953613281,425.1780090332031,410.9389953613281,0,0.7275138,0.15137234,0.12111387
219,2016-03-05,400.5700073242188,411.2569885253906,394.0350036621094,1,0.36757293,0.38141298,0.25101408
220,2016-03-06,407.7070007324219,411.9070129394531,395.7780151367188,0,0.85147405,0.0982777,0.05024824
221,2016-03-07,414.3210144042969,415.9169921875,406.3089904785156,0,0.3393301,0.33564755,0.32502237
222,2016-03-08,413.9719848632813,416.2430114746094,411.093994140625,1,0.31867105,0.40467262,0.27665633
223,2016-03-09,414.8599853515625,416.0320129394531,411.6059875488281,1,0.3555492,0.49290168,0.15154912
224,2016-03-10,417.1310119628906,417.5119934082031,413.2510070800781,0,0.40539783,0.31509453,0.27950764
225,2016-03-11,421.6900024414063,423.9259948730469,417.0130004882813,0,0.8167956,0.096069336,0.08713508
226,2016-03-12,411.6239929199219,421.7950134277344,410.093994140625,0,0.4855728,0.34036267,0.17406456
227,2016-03-13,414.0650024414063,416.60400390625,411.6419982910156,1,0.29459643,0.4751768,0.23022681
228,2016-03-14,416.43798828125,416.6839904785156,414.2009887695313,1,0.32054478,0.3767059,0.3027493
229,2016-03-15,416.8299865722656,418.1310119628906,414.9849853515625,0,0.50147194,0.2957092,0.2028189
230,2016-03-16,417.010986328125,417.6860046386719,415.9119873046875,1,0.2422556,0.53675395,0.22099048
231,2016-03-17,420.6210021972656,420.99700927734375,417.8890075683594,2,0.3923484,0.12055511,0.4870965
232,2016-03-18,409.5480041503906,420.5469970703125,406.1369934082031,0,0.63272274,0.11814499,0.24913223
233,2016-03-19,410.4440002441406,410.9840087890625,407.2300109863281,0,0.53102696,0.273314,0.19565912
234,2016-03-20,413.7550048828125,414.625,410.4010009765625,1,0.2880841,0.37183088,0.34008503
235,2016-03-21,413.3070068359375,413.4179992675781,410.3810119628906,0,0.4451787,0.33289638,0.22192493
236,2016-03-22,418.0889892578125,418.375,412.531005859375,0,0.45589775,0.29049674,0.25360548
237,2016-03-23,418.0409851074219,419.26800537109375,417.364013671875,0,0.36137488,0.35371923,0.2849059
238,2016-03-24,416.3940124511719,418.6799926757813,415.4859924316406,1,0.2674599,0.4353257,0.29721433
239,2016-03-25,417.177001953125,418.0799865722656,415.5580139160156,0,0.50489587,0.27266654,0.22243756
240,2016-03-26,417.9450073242188,418.9869995117188,416.2590026855469,0,0.68881094,0.11001833,0.2011708
241,2016-03-27,426.7650146484375,428.7969970703125,417.71099853515625,1,0.2814125,0.41216108,0.30642647
242,2016-03-28,424.2309875488281,426.8569946289063,423.2929992675781,0,0.42509788,0.35379744,0.22110471
243,2016-03-29,416.5159912109375,426.2030029296875,412.6809997558594,0,0.31907833,0.34642488,0.33449686
244,2016-03-30,414.8160095214844,416.8340148925781,412.4960021972656,1,0.22130732,0.51133,0.26736265
245,2016-03-31,416.72900390625,418.3689880371094,415.2569885253906,1,0.2692144,0.46773097,0.26305464
246,2016-04-01,417.9599914550781,418.1730041503906,415.83099365234375,2,0.32884338,0.29527614,0.37588048
247,2016-04-02,420.87298583984375,422.08099365234375,418.4219970703125,2,0.35542312,0.2725527,0.37202418
248,2016-04-03,420.9039916992188,421.5799865722656,419.6969909667969,0,0.6273231,0.118796185,0.25388077
249,2016-04-04,421.4440002441406,422.3429870605469,419.60101318359375,0,0.45461988,0.2541948,0.2911853
250,2016-04-05,424.0299987792969,424.2569885253906,420.614013671875,0,0.39210033,0.30141032,0.30648938
251,2016-04-06,423.4129943847656,424.5270080566406,422.72900390625,0,0.46690315,0.2976904,0.23540638
252,2016-04-07,422.7449951171875,423.6570129394531,420.51800537109375,0,0.5238387,0.1462716,0.32988968
253,2016-04-08,420.3489990234375,425.3609924316406,419.635009765625,0,0.3214451,0.34391585,0.33463904
254,2016-04-09,419.4110107421875,420.8909912109375,416.5150146484375,0,0.4491393,0.27258736,0.27827337
255,2016-04-10,421.5639953613281,422.43499755859375,419.2569885253906,0,0.444284,0.33709264,0.21862334
256,2016-04-11,422.4830017089844,422.739013671875,420.5329895019531,1,0.2930484,0.37232688,0.33462477
257,2016-04-12,425.1900024414063,427.2770080566406,422.8429870605469,0,0.3927487,0.390734,0.2165173
258,2016-04-13,423.7340087890625,426.6579895019531,422.9159851074219,0,0.8336621,0.08212394,0.084213994
259,2016-04-14,424.2820129394531,425.3710021972656,423.0130004882813,0,0.4162477,0.34769365,0.23605865
260,2016-04-15,429.7130126953125,429.9280090332031,424.427001953125,0,0.76695424,0.1479291,0.08511671
261,2016-04-16,430.5719909667969,432.625,428.9840087890625,0,0.8871961,0.07254054,0.040263314
262,2016-04-17,427.3989868164063,431.3710021972656,426.0790100097656,1,0.28181806,0.38712192,0.33106
263,2016-04-18,428.5910034179688,429.2739868164063,427.08599853515625,0,0.7101762,0.068090975,0.2217328
264,2016-04-19,435.5090026855469,436.0199890136719,428.10400390625,0,0.45304057,0.28279936,0.26416
